,0
risk_x_moon,10.418947264106883
season,5.202946701208797
moon_illum,-5.144342161712629
risk,3.089054720741561
rat_arrivals_mean,1.0494153138650986
rat_minutes_mean,0.2660766767659712
hours_after_sunset,-0.15165556401534422
