n_bright,n_other,ph_bright,ph_other,CI_bright,CI_other,z,p
331,575,0.48942598187311176,0.4973913043478261,"[np.float64(0.43600432183831217), np.float64(0.543090262133894)]","[np.float64(0.45667692882219846), np.float64(0.5381403048878539)]",-0.23091047513009927,0.8173843526576388
