,0
risk,0.24040750558760846
rat_arrivals_mean,0.011882114455013196
season,0.008246270596184798
moon_illum,0.00415822028171939
risk_x_moon,0.002118093456000769
rat_minutes_mean,0.00022090545246630604
hours_after_sunset,-0.0011902905556422335
