n_bright,n_dark,mean_bright,mean_dark,CI_bright,CI_dark,Welch_t,p
331,75,12.81948009650755,11.0891949406,"[np.float64(9.239172606003004), np.float64(16.3997875870121)]","[np.float64(3.093379972247175), np.float64(19.085009908952827)]",0.3926832416212857,0.6953378256322806
