n1,n0,ph1,ph0,CI1,CI0,z,p
448,458,0.21875,0.8427947598253275,"[np.float64(0.18294872959221886), np.float64(0.25933352432551626)]","[np.float64(0.806624486298966), np.float64(0.8732625052279421)]",-18.826633977896577,0.0
