Metric,AllRows,CompleteJoin
H3: ph_bright,0.48942598187311176,0.48942598187311176
H3: ph_other,0.4973913043478261,0.4973913043478261
H3: z,-0.23091047513009927,-0.23091047513009927
H3: p,0.8173843526576388,0.8173843526576388
H4: mean_bright,12.81948009650755,12.81948009650755
H4: mean_dark,11.0891949406,11.0891949406
H4: t,0.3926832416212857,0.3926832416212857
H4: p,0.6953378256322806,0.6953378256322806
