n0,n1,mean0,mean1,CI0,CI1,Welch_t,p
450,443,-0.18746231672861224,0.19042447523222467,"[np.float64(-0.25382404891444077), np.float64(-0.12110058454278369)]","[np.float64(0.07994562157368106), np.float64(0.30090332889076826)]",5.762593700940943,1.2244531695373909e-08
